Original Filename,New Filename,Meeting Name,Round,Document Name
84bd0462993d_20221129_meeting_local_governments_datalinkage_outline_01.pdf,地方公共団体の基幹業務システムの統一・標準化に関する共通機能等技術要件検討会_回数不明_20221129_資料１.pdf,地方公共団体の基幹業務システムの統一・標準化に関する共通機能等技術要件検討会,,資料１
0efcca01f534_20221003_meeting_procurement_reform_outline_01.pdf,デジタル庁情報システム調達改革検討会_第04回_20221003_資料1 第4回検討会の進め方と各論点の概要について.pdf,デジタル庁情報システム調達改革検討会,4,資料1 第4回検討会の進め方と各論点の概要について
af98067af71f_20250326_meeting_smartphone_mynumbercard_outline_02.pdf,マイナンバーカードの機能のスマートフォン搭載に関する検討会_第06回_20250326_マイナンバーカードの機能のスマートフォン搭載に関する検討会（第６回）資料.pdf,マイナンバーカードの機能のスマートフォン搭載に関する検討会,6,マイナンバーカードの機能のスマートフォン搭載に関する検討会（第６回）資料
58f2814280dc_20240531_meeting_local-goverments-network_summary_03.pdf,国・地方ネットワークの将来像及び実現シナリオに関する検討会_第06回_20240531_議事要旨.pdf,国・地方ネットワークの将来像及び実現シナリオに関する検討会,6,議事要旨
9125ad46b2d2_20241220_meeting_data-security-wp_agenda_00.pdf,データセキュリティワーキンググループ_第02回_20241220_議事次第.pdf,データセキュリティワーキンググループ,2,議事次第
57cc546eb077_20230606_meeting_conception_outline_05.pdf,デジタル社会推進会議幹事会_回数不明_20230606_57cc546eb077_20230606_meeting_conception_outline_05.pdf.pdf,デジタル社会推進会議幹事会,,57cc546eb077_20230606_meeting_conception_outline_05.pdf
ebd196062fa0_20250214_private-business-dx_outline_07.pdf,デジタルマーケットプレイスに関する会議_第07回_20250214_資料7.pdf,デジタルマーケットプレイスに関する会議,7,資料7
1d4142370d0c_20221220_meeting_children_agenda_00.pdf,こどもに関する情報・データ連携 副大臣プロジェクト チーム_第05回_20221220_議事次第.pdf,こどもに関する情報・データ連携 副大臣プロジェクト チーム,5,議事次第
e68e95e3d312_20240328_meeting_mobility-working-group_outline_01.pdf,モビリティワーキンググループ_回数不明_20240328_資料１.pdf,モビリティワーキンググループ,,資料１
e07af198af12_20230908_meeting_local_governments_summary_08.pdf,地方公共団体の基幹業務等システムの統一・標準化に関する関係省庁会議_第03回_20230908_議事概要.pdf,地方公共団体の基幹業務等システムの統一・標準化に関する関係省庁会議,3,議事概要
382b5554b946_20231218_meeting_digital-system-reform_agenda_00.pdf,事業者のデジタル化等に係る関係省庁等連絡会議_第02回_20231218_382b5554b946_20231218_meeting_digital-system-reform_agenda_00.pdf.pdf,事業者のデジタル化等に係る関係省庁等連絡会議,2,382b5554b946_20231218_meeting_digital-system-reform_agenda_00.pdf
62dd2efd3a76_20250214_private-business-dx_menutes_01.pdf,事業者のデジタル化等に係る関係省庁等連絡会議_第07回_20250214_議事録等.pdf,事業者のデジタル化等に係る関係省庁等連絡会議,7,議事録等
994efcf4ed25_20250918_meeting_ai-advisory_outline_06.pdf,経団連デジタルエコノミー推進委員会_第01回_20250918_AI制度に関する基本的考え方.pdf,経団連デジタルエコノミー推進委員会,1,AI制度に関する基本的考え方
2b17424170e6_20230719_meeting_digital-garden-city-nation-wellbeing_agenda_outline_02.pdf,デジタル田園都市国家構想実現に向けた地域幸福度（Well-Being）指標設計_第02回_20230719_資料２.pdf,デジタル田園都市国家構想実現に向けた地域幸福度（Well-Being）指標設計,2,資料２
d2ab9b9262b8_20211104_meeting_conception_03.pdf,デジタル社会構想会議_第03回_20211104_資料２－２.pdf,デジタル社会構想会議,3,資料２－２
4452b9e855f5_20221012_mynumbercard-promotion_minute_01.pdf,マイナンバーカードの普及・利用の推進に関する関係省庁連絡会議_第02回_20221012_マイナンバーカードの普及・利用の推進に関する関係省庁連絡会議（第２回）議事概要.pdf,マイナンバーカードの普及・利用の推進に関する関係省庁連絡会議,2,マイナンバーカードの普及・利用の推進に関する関係省庁連絡会議（第２回）議事概要
893c97e47687_20240130_meeting_local-governments-character-operation_outline_01.pdf,文字要件の運用に関する検討会_第07回_20240130_893c97e47687_20240130_meeting_local-governments-character-operation_outline_01.pdf.pdf,文字要件の運用に関する検討会,7,893c97e47687_20240130_meeting_local-governments-character-operation_outline_01.pdf
52cf1468b6f8_20221107_meeting_procurement_reform_agenda_00.pdf,デジタル庁情報システム調達改革検討会_第05回_20221107_第5 回検討会の進め方と各論点の概要について.pdf,デジタル庁情報システム調達改革検討会,5,第5 回検討会の進め方と各論点の概要について
2d329c151ecc_20211217_compliance_02.pdf,デジタルコンプライアンス委員会_第02回_20211217_議事要旨.pdf,デジタルコンプライアンス委員会,2,議事要旨
f53c26b6dfb8_20220809_meeting_administrative_research_working_group_outline_05.pdf,デジタル臨時行政調査会作業部会_第12回_20220809_厚生労働省説明資料.pdf,デジタル臨時行政調査会作業部会,12,厚生労働省説明資料
7fb25a9a53cb_20220225_meeting_trust_dx_order_00.pdf,トラストを確保したDX推進サブワーキンググループ_第06回_20220225_トラストを確保したDX推進サブワーキンググループ（第６回）議事次第.pdf,トラストを確保したDX推進サブワーキンググループ,6,トラストを確保したDX推進サブワーキンググループ（第６回）議事次第
49a7f4c939bd_20230207_meeting_card-integration-mynumber-and-insurance-wg_agenda_00.pdf,マイナンバーカードと健康保険証の一体化に関する検討会_第04回_20230207_中間とりまとめ 主な項目.pdf,マイナンバーカードと健康保険証の一体化に関する検討会,4,中間とりまとめ 主な項目
4758dec7f1b9_20230627_meeting_data_strategy_order_02.pdf,データ戦略推進ワーキンググループ_第07回_20230627_会議資料.pdf,データ戦略推進ワーキンググループ,7,会議資料
ed399a55a6e4_20231122_meeting_digital-system-reform_outline_01.pdf,デジタル関係制度改革検討会_回数不明_20231122_資料１.pdf,デジタル関係制度改革検討会,,資料１
9c6d49297c58_20220801_meeting_procurement_reform_outline_03.pdf,調達改革会議_第03回_20220801_資料２.pdf,調達改革会議,3,資料２
3d593d6267b5_20241128_meeting_mobility-working-group5_member_01.pdf,モビリティワーキンググループ_第05回_20241128_3d593d6267b5_20241128_meeting_mobility-working-group5_member_01.pdf.pdf,モビリティワーキンググループ,5,3d593d6267b5_20241128_meeting_mobility-working-group5_member_01.pdf
e8a5bbf2fb49_20220315_meeting_administrative_research_working_group_outline_04.pdf,建設業許可標識等の掲示におけるデジタルサイネージの活用について_回数不明_20220315_e8a5bbf2fb49_20220315_meeting_administrative_research_working_group_outline_04.pdf.pdf,建設業許可標識等の掲示におけるデジタルサイネージの活用について,,e8a5bbf2fb49_20220315_meeting_administrative_research_working_group_outline_04.pdf
0510f0afdaf9_20210922_meeting_local_governments_10.pdf,地方公共団体の基幹業務等システムの統一・標準化に関する関係府省会議_回数不明_20210922_0510f0afdaf9_20210922_meeting_local_governments_10.pdf.pdf,地方公共団体の基幹業務等システムの統一・標準化に関する関係府省会議,,0510f0afdaf9_20210922_meeting_local_governments_10.pdf
c950b7042590_20250613_resources_mobility_policy_02.pdf,モビリティ･ロードマップ2025の概要_回数不明_20250613_モビリティ･ロードマップ2025の概要.pdf,モビリティ･ロードマップ2025の概要,,モビリティ･ロードマップ2025の概要
710b5d34e92e_20221003_meeting_procurement_reform_outline_04.pdf,イノベーション創出の取組_回数不明_20221003_meeting_procurement_reform_outline_04.pdf,イノベーション創出の取組,,meeting_procurement_reform_outline_04
e15bcd685ab1_20220603_meeting_administrative_research_outline_10.pdf,火薬類及び核燃料物質の運搬に関する会議_第10回_20220603_会議資料.pdf,火薬類及び核燃料物質の運搬に関する会議,10,会議資料
763745e2c55e_20220121_meeting_data_pt_08.pdf,こどもに関する情報・データ連携 副大臣プロジェクトチーム_回数不明_20220121_763745e2c55e_20220121_meeting_data_pt_08.pdf.pdf,こどもに関する情報・データ連携 副大臣プロジェクトチーム,,763745e2c55e_20220121_meeting_data_pt_08.pdf
c21230b4ccf3_20231226_meeting_local-governments-character-operation_outline_01.pdf,文字要件の運用に関する検討会_第06回_20231226_c21230b4ccf3_20231226_meeting_local-governments-character-operation_outline_01.pdf.pdf,文字要件の運用に関する検討会,6,c21230b4ccf3_20231226_meeting_local-governments-character-operation_outline_01.pdf
a18156756f57_20240410_meeting_mobility-subworking-group_outline_03.pdf,AI時代における自動運転車の社会的ルールの在り方検討サブワーキンググループ_第04回_20240410_資料３.pdf,AI時代における自動運転車の社会的ルールの在り方検討サブワーキンググループ,4,資料３
4051fb2b70ed_20221221_meeting_data_strategy_outline_03.pdf,データ戦略推進ワーキンググループ_第05回_20221221_資料２－２.pdf,データ戦略推進ワーキンググループ,5,資料２－２
c204525f3845_20250930_meeting_executive_manual_draft_06.pdf,デジタル社会推進実践ガイドブック_回数不明_20250930_デジタル社会推進実践ガイドブック DS-500.pdf,デジタル社会推進実践ガイドブック,,デジタル社会推進実践ガイドブック DS-500
a1843cbdc0f4_20230314_policies_digital-extraordinary-administrative-research-committee_list_05.pdf,デジタル社会推進会議_第05回_20230314_会議次第.pdf,デジタル社会推進会議,5,会議次第
a53f35f16b4a_20220217_meeting_legal_practice_outline_01.pdf,デジタル臨時行政調査会作業部会_第01回_20220217_資料１.pdf,デジタル臨時行政調査会作業部会,1,資料１
e30eb89f06ec_20251201_meeting_mynumber_card_mynumber_outline_05.pdf,マイナンバーカードの有効期限・更新に関する広報について_第10回_20251201_マイナンバーカードの有効期限・更新に関する広報について.pdf,マイナンバーカードの有効期限・更新に関する広報について,10,マイナンバーカードの有効期限・更新に関する広報について
cd186064558a_20231129_meeting_digital-system-reform-wg-legal-practice_outline_02.pdf,法制事務のデジタル化に向けた取組について_回数不明_20231129_資料２.pdf,法制事務のデジタル化に向けた取組について,,資料２
1009a4d4356b_20250327_meeting_mobility-working-group_records_01.pdf,モビリティワーキンググループ_第08回_20250327_議事録.pdf,モビリティワーキンググループ,8,議事録
5718c16b0eaf_20220518_meeting_administrative_research_working_group_outline_07.pdf,行政研究ワーキンググループ_回数不明_20220518_往訪閲覧・縦覧規制の見直しの課題について.pdf,行政研究ワーキンググループ,,往訪閲覧・縦覧規制の見直しの課題について
6e1ad7f52e42_20250519_meeting_mobility-working-group10_agenda_01.pdf,モビリティワーキンググループ_第10回_20250519_議事次第 案.pdf,モビリティワーキンググループ,10,議事次第 案
aef270330039_20220809_meeting_ebpm_executive_outline_02.pdf,統計等データの提供等に関するユーザーからの要望・提案募集_第03回_20220809_資料２.pdf,統計等データの提供等に関するユーザーからの要望・提案募集,3,資料２
10f5221bf20f_20250527_meeting_executive_format_draft_08.pdf,生成AIシステム調達に関する会議_回数不明_20250527_10f5221bf20f_20250527_meeting_executive_format_draft_08.pdf.pdf,生成AIシステム調達に関する会議,,10f5221bf20f_20250527_meeting_executive_format_draft_08.pdf
27bc2e9efb59_20250411_meeting_local-governments-character-specification-revise-experts-meeting_07.pdf,地方公共団体情報システムにおける文字の標準化に関する有識者会議_第02回_20250411_27bc2e9efb59_20250411_meeting_local-governments-character-specification-revise-experts-meeting_07.pdf.pdf,地方公共団体情報システムにおける文字の標準化に関する有識者会議,2,27bc2e9efb59_20250411_meeting_local-governments-character-specification-revise-experts-meeting_07.pdf
e47ba4c7c723_20251002_private-business-dx_outline_03.pdf,商業登記電子証明書のリモート署名方式の導入について_回数不明_20251002_e47ba4c7c723_20251002_private-business-dx_outline_03.pdf.pdf,商業登記電子証明書のリモート署名方式の導入について,,e47ba4c7c723_20251002_private-business-dx_outline_03.pdf
5e9ab7f4a71b_20220222_meeting_administrative_research_working_group_outline_11.pdf,デジタル社会推進会議_第11回_20220222_5e9ab7f4a71b_20220222_meeting_administrative_research_working_group_outline_11.pdf.pdf,デジタル社会推進会議,11,5e9ab7f4a71b_20220222_meeting_administrative_research_working_group_outline_11.pdf
a9629b6d81c8_20240520_meeting_mobility-subworking-group_outline_09.pdf,AI 時代における自動運転車の社会的ルールの在り方検討サブワーキンググループ_第04回_20240520_a9629b6d81c8_20240520_meeting_mobility-subworking-group_outline_09.pdf.pdf,AI 時代における自動運転車の社会的ルールの在り方検討サブワーキンググループ,4,a9629b6d81c8_20240520_meeting_mobility-subworking-group_outline_09.pdf
bed5cf03ea14_20220603_meeting_administrative_research_outline_09.pdf,方針確定リスト_回数不明_20220603_資料７.pdf,方針確定リスト,,資料７
238ae11e7646_20220214_meeting_platform_result_04.pdf,プラットフォームにおけるデータ取扱いルールの実装ガイダンス_第04回_20220214_プラットフォームにおけるデータ取扱いルールの実装ガイダンス ver1.0 (案) パブリックコメント募集の結果.pdf,プラットフォームにおけるデータ取扱いルールの実装ガイダンス,4,プラットフォームにおけるデータ取扱いルールの実装ガイダンス ver1.0 (案) パブリックコメント募集の結果
558b0bf91d18_20211126_meeting_data_pt_03.pdf,こどもに関する情報・データ連携副大臣プロジェクトチーム_回数不明_20211126_資料３.pdf,こどもに関する情報・データ連携副大臣プロジェクトチーム,,資料３
62b701c83878_20250317_meeting_technology-based-regulatory-reform_outline_01.pdf,テクノロジーを基盤とした規制改革に関する会議_回数不明_20250317_62b701c83878_20250317_meeting_technology-based-regulatory-reform_outline_01.pdf,テクノロジーを基盤とした規制改革に関する会議,,62b701c83878_20250317_meeting_technology-based-regulatory-reform_outline_01
bd45bdfeec4e_20220525_meeting_trust_dx_agenda_03.pdf,トラストを確保したDX推進サブワーキンググループ議事概要_第09回_20220525_第９回トラストを確保したDX推進サブワーキンググループ議事概要.pdf,トラストを確保したDX推進サブワーキンググループ議事概要,9,第９回トラストを確保したDX推進サブワーキンググループ議事概要
e1023cb74006_20221130_meeting_administrative_research_working_group_outline_08.pdf,デジタル臨時行政調査会_回数不明_20221130_次期通常国会提出予定法案に係るデジタル原則適合性確認等のための指針（Ver.2）（案）.pdf,デジタル臨時行政調査会,,次期通常国会提出予定法案に係るデジタル原則適合性確認等のための指針（Ver.2）（案）
ecc01758868f_20250117_meeting_digitalsign_modernization_agenda_00.pdf,電子署名法認定基準のモダナイズ検討会_第04回_20250117_令和６年度電子署名法認定基準のモダナイズ検討会報告書（案）.pdf,電子署名法認定基準のモダナイズ検討会,4,令和６年度電子署名法認定基準のモダナイズ検討会報告書（案）
cb74f87335ed_20220603_meeting_administrative_research_outline_11.pdf,行政改革推進会議_回数不明_20220603_資料８.pdf,行政改革推進会議,,資料８
83e2c6ee921a_20220517_meeting_conception_outline_01.pdf,デジタル社会構想会議_第05回_20220517_資料２.pdf,デジタル社会構想会議,5,資料２
d341cd633b48_20230217_meeting_card-integration-mynumber-and-insurance_outline_02.pdf,中間とりまとめ_第02回_20230217_d341cd633b48_20230217_meeting_card-integration-mynumber-and-insurance_outline_02.pdf.pdf,中間とりまとめ,2,d341cd633b48_20230217_meeting_card-integration-mynumber-and-insurance_outline_02.pdf
960d596a18a9_20211118_meeting_trust_dx_06.pdf,トラストを確保したDX推進SWGにおけるトラストの全体像_第06回_20211118_資料５.pdf,トラストを確保したDX推進SWGにおけるトラストの全体像,6,資料５
35bd4ef19e3e_20231109_meeting_councilsmynumber_all_check_outline_01.pdf,総点検本部_第03回_20231109_35bd4ef19e3e_20231109_meeting_councilsmynumber_all_check_outline_01.pdf,総点検本部,3,35bd4ef19e3e_20231109_meeting_councilsmynumber_all_check_outline_01
3d31769983f2_20230921_meeting_network_member_02.pdf,デジタル庁会議_第02回_20230921_資料２.pdf,デジタル庁会議,2,資料２
d4ea215bacdc_20230614_meeting_mobility_roadmap_agenda_04.pdf,人と共存したロボットの社会実装に向けた課題と現在の取り組みについて_回数不明_20230614_資料５.pdf,人と共存したロボットの社会実装に向けた課題と現在の取り組みについて,,資料５
df477f719020_20250214_private-business-dx_outline_03.pdf,規制改革推進会議_第03回_20250214_資料3.pdf,規制改革推進会議,3,資料3
7786119b2ae7_20220427_meeting_mobility_outline_04.pdf,デジタル交通社会に関する会議_第04回_20220427_資料4.pdf,デジタル交通社会に関する会議,4,資料4
d91463b50ae4_20220425_meeting_trust_dx_outline_01.pdf,トラストを確保したDX推進SWG_第09回_20220425_資料１.pdf,トラストを確保したDX推進SWG,9,資料１
ff17dfd9bab2_20251203_meeting_mobility-working-group11_outline_01.pdf,モビリティワーキンググループ_第11回_20251203_資料１.pdf,モビリティワーキンググループ,11,資料１
29a77cf1fee5_20230928_meeting_administrative_research_working_group_outline_06.pdf,行政研究ワーキンググループ_回数不明_20230928_29a77cf1fee5_20230928_meeting_administrative_research_working_group_outline_06.pdf.pdf,行政研究ワーキンググループ,,29a77cf1fee5_20230928_meeting_administrative_research_working_group_outline_06.pdf
a875d92dccf5_20211202_meeting_data_strategy_wg_06.pdf,データ戦略WG_第06回_20211202_意見書.pdf,データ戦略WG,6,意見書
8f5a10f906d9_20250228_meeting_mobility-working-group_outline_01.pdf,モビリティワーキンググループ_回数不明_20250228_資料１.pdf,モビリティワーキンググループ,,資料１
b10ac50769f7_20210928_meeting_conception_18.pdf,デジタル社会構想会議_第01回_20210928_議事録.pdf,デジタル社会構想会議,1,議事録
5c6ceacf7e1d_20240621_meeting_conception_outline_03.pdf,デジタル社会の実現に向けた重点計画（案）_第03回_20240621_資料１－３.pdf,デジタル社会の実現に向けた重点計画（案）,3,資料１－３
eef458228324_20220824_meeting_digital_days_agenda_01.pdf,デジタルの日検討委員会_第02回_20220824_議事次第.pdf,デジタルの日検討委員会,2,議事次第
879b91ee9717_20230712_meeting_mobility_roadmap_outline_05.pdf,インフラ視点でのモビリティについて_第05回_20230712_資料5.pdf,インフラ視点でのモビリティについて,5,資料5
e7af14bac9f2_20230517_meeting_administrative_research_working_group_outline_03.pdf,デジタル臨時行政調査会作業部会_第21回_20230517_法制事務のデジタル化等に関する検討状況.pdf,デジタル臨時行政調査会作業部会,21,法制事務のデジタル化等に関する検討状況
a3059aea4ef0_20231205_meeting_digital-system-reform_outline_02.pdf,デジタル庁デジタル法制推進担当_回数不明_20231205_国会提出予定法案に係るデジタル原則適合性確認等のための指針（案）.pdf,デジタル庁デジタル法制推進担当,,国会提出予定法案に係るデジタル原則適合性確認等のための指針（案）
1c58f0eb0d7f_20211217_compliance_01.pdf,コンプライアンス委員会_第01回_20211217_1c58f0eb0d7f_20211217_compliance_01.pdf.pdf,コンプライアンス委員会,1,1c58f0eb0d7f_20211217_compliance_01.pdf
84110b966f49_20210922_meeting_local_governments_03.pdf,地方公共団体の基幹業務等システムの統一・標準化に関する関係府省会議_第03回_20210922_地方公共団体の基幹業務等システムの統一・標準化に関する関係府省会議幹事会の官職の指定について.pdf,地方公共団体の基幹業務等システムの統一・標準化に関する関係府省会議,3,地方公共団体の基幹業務等システムの統一・標準化に関する関係府省会議幹事会の官職の指定について
d5770a985db6_20240705_meeting_executive_outline_02.pdf,オープンデータ基本指針（改正案）_回数不明_20240705_令和6年改正_オープンデータ基本指針（改正案）.pdf,オープンデータ基本指針（改正案）,,令和6年改正_オープンデータ基本指針（改正案）
c5e40d96c3e3_20250425_base-registry-advisory-board_outline_01.pdf,ベース・レジストリ推進有識者会合_回数不明_20250425_c5e40d96c3e3_20250425_base-registry-advisory-board_outline_01.pdf.pdf,ベース・レジストリ推進有識者会合,,c5e40d96c3e3_20250425_base-registry-advisory-board_outline_01.pdf
4e54df74fa2a_20230608_meeting_technology_based_regulatory_reform_minutes_04.pdf,テクノロジーベースの規制改革推進委員会_第05回_20230608_第５回 テクノロジーベースの規制改革推進委員会 議事録等.pdf,テクノロジーベースの規制改革推進委員会,5,第５回 テクノロジーベースの規制改革推進委員会 議事録等
15c016c921db_20230330_meeting_local-governments-character-operation_01.pdf,地方公共団体情報システムにおける文字要件の運用に関する検討会_第02回_20230330_第2回検討会資料.pdf,地方公共団体情報システムにおける文字要件の運用に関する検討会,2,第2回検討会資料
2f690252238b_20221226_meeting_local_governments_common_features_outline_01.pdf,共通機能等技術要件検討会_回数不明_20221226_報告書.pdf,共通機能等技術要件検討会,,報告書
c2cbae701c92_20211224_meeting_promoting_04.pdf,デジタル社会の実現に向けた重点計画_第04回_20211224_資料１－４.pdf,デジタル社会の実現に向けた重点計画,4,資料１－４
7cfb79312fd7_20220208_meeting_trust_dx_order_00rr.pdf,トラストを確保したDX推進サブワーキンググループ_第05回_20220208_議事次第.pdf,トラストを確保したDX推進サブワーキンググループ,5,議事次第
b8947b93ad24_20211116_meeting_extraordinary_administrative_research_committee_05.pdf,デジタル臨時行政調査会_第01回_20211116_資料４.pdf,デジタル臨時行政調査会,1,資料４
ad7b83ebbcd5_20241223_meeting_mobility-working-group_member_01.pdf,モビリティワーキンググループ_第06回_20241223_ad7b83ebbcd5_20241223_meeting_mobility-working-group_member_01.pdf.pdf,モビリティワーキンググループ,6,ad7b83ebbcd5_20241223_meeting_mobility-working-group_member_01.pdf
5451f79b6498_20231019_meeting_digitalpoa-law_agenda_00.pdf,電子委任状法施行状況検討会_第03回_20231019_議事次第.pdf,電子委任状法施行状況検討会,3,議事次第
00a9d88a87f9_20250613_meeting_promoting_outline_07.pdf,先進的AI利活用アドバイザリーボード_回数不明_20250613_00a9d88a87f9_20250613_meeting_promoting_outline_07.pdf.pdf,先進的AI利活用アドバイザリーボード,,00a9d88a87f9_20250613_meeting_promoting_outline_07.pdf
44c379a64b1f_20250918_meeting_ai-advisory_summary_09.pdf,先進的AI 利活用アドバイザリーボード_第01回_20250918_44c379a64b1f_20250918_meeting_ai-advisory_summary_09.pdf.pdf,先進的AI 利活用アドバイザリーボード,1,44c379a64b1f_20250918_meeting_ai-advisory_summary_09.pdf
1ecf5f704ed9_20210928_meeting_conception_11.pdf,デジタル社会構想会議_第01回_20210928_第１回デジタル社会構想会議提出資料.pdf,デジタル社会構想会議,1,第１回デジタル社会構想会議提出資料
df8e11a35832_20250616_meeting_local_governments_outline_05.pdf,関係省庁会議_回数不明_20250616_df8e11a35832_20250616_meeting_local_governments_outline_05.pdf.pdf,関係省庁会議,,df8e11a35832_20250616_meeting_local_governments_outline_05.pdf
3b52e4c5493e_20230630_meeting_executive_01.pdf,デジタル社会推進会議幹事会_回数不明_20230630_3b52e4c5493e_20230630_meeting_executive_01.pdf.pdf,デジタル社会推進会議幹事会,,3b52e4c5493e_20230630_meeting_executive_01.pdf
c36397300cfe_20220518_meeting_administrative_research_working_group_outline_01.pdf,デジタル臨時行政調査会作業部会_第10回_20220518_c36397300cfe_20220518_meeting_administrative_research_working_group_outline_01.pdf.pdf,デジタル臨時行政調査会作業部会,10,c36397300cfe_20220518_meeting_administrative_research_working_group_outline_01.pdf
8409fab55095_20250527_meeting_executive_format_draft_09.pdf,生成AIシステム調達に関する会議_回数不明_20250527_8409fab55095_20250527_meeting_executive_format_draft_09.pdf.pdf,生成AIシステム調達に関する会議,,8409fab55095_20250527_meeting_executive_format_draft_09.pdf
9d6a049be5f9_20230309_meeting_data_strategy_minutes_01.pdf,データ戦略推進ワーキンググループ_第05回_20230309_議事録.pdf,データ戦略推進ワーキンググループ,5,議事録
e0f1e5ef8bc5_20231211_meeting_mobility-working-group_outline_04.pdf,デジタル行財政改革会議_第01回_20231211_資料4-1.pdf,デジタル行財政改革会議,1,資料4-1
